nom,prenom_x,age_x,taille_x,poids_x,sexe_x,sport_licence_x,niveau_etude_x,region_x,smoker_x,nationalité_francaise_x,revenu_estime_mois_x,montant_pret_x,prenom_y,age_y,taille_y,poids_y,sexe_y,sport_licence_y,niveau_etude_y,region_y,smoker_y,nationalité_francaise_y,revenu_estime_mois_y,montant_pret_y
Louis,Daniel,50,162.7,75.1,H,oui,master,Occitanie,non,oui,4009,30766.35542714321,Henri,59,184.5,97.1,H,non,doctorat,Normandie,non,oui,500,26133.23539655969
Louis,Daniel,50,162.7,75.1,H,oui,master,Occitanie,non,oui,4009,30766.35542714321,Juliette,47,150.5,39.2,H,oui,aucun,Bretagne,non,oui,3387,29788.67786262142
Laine,Nath,42,162.0,55.0,H,oui,doctorat,Occitanie,non,non,1859,12127.407224447894,Audrey,71,165.6,80.8,F,oui,bac,Hauts-de-France,non,non,2052,500.0
Laine,Nath,42,162.0,55.0,H,oui,doctorat,Occitanie,non,non,1859,12127.407224447894,Christelle,41,150.9,69.0,F,oui,bac,Hauts-de-France,non,non,858,500.0
Laine,Nath,42,162.0,55.0,H,oui,doctorat,Occitanie,non,non,1859,12127.407224447894,Adèle,53,172.0,94.5,H,oui,bac+2,Corse,non,non,1620,500.0
Laine,Nath,42,162.0,55.0,H,oui,doctorat,Occitanie,non,non,1859,12127.407224447894,Victor,42,181.1,61.5,F,oui,doctorat,Bretagne,oui,oui,1520,21693.84562613775
Laine,Nath,42,162.0,55.0,H,oui,doctorat,Occitanie,non,non,1859,12127.407224447894,Dominique,61,165.8,70.5,F,non,bac,Île-de-France,oui,oui,2633,2235.3571124532464
Laine,Nath,42,162.0,55.0,H,oui,doctorat,Occitanie,non,non,1859,12127.407224447894,Luce,26,170.9,57.2,F,oui,bac,Corse,oui,oui,2507,500.0
Laine,Nath,42,162.0,55.0,H,oui,doctorat,Occitanie,non,non,1859,12127.407224447894,Antoinette,55,153.7,32.4,H,oui,master,Corse,oui,non,2856,500.0
Toussaint,Diane,70,155.7,61.6,F,non,aucun,Normandie,non,oui,2240,507.0809257102529,Amélie,66,162.5,63.6,H,oui,bac,Hauts-de-France,non,oui,3878,32740.84784556842
Toussaint,Diane,70,155.7,61.6,F,non,aucun,Normandie,non,oui,2240,507.0809257102529,Philippine,65,169.9,51.2,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,2936,11541.877441555327
Toussaint,Diane,70,155.7,61.6,F,non,aucun,Normandie,non,oui,2240,507.0809257102529,Renée,45,148.7,68.5,H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,1776,6639.994915594289
Toussaint,Diane,70,155.7,61.6,F,non,aucun,Normandie,non,oui,2240,507.0809257102529,Bernadette,26,162.6,94.8,H,oui,master,Normandie,oui,oui,2208,7972.13764103724
Toussaint,Diane,70,155.7,61.6,F,non,aucun,Normandie,non,oui,2240,507.0809257102529,Josette,23,159.4,66.1,H,oui,bac+2,Bretagne,oui,oui,2869,23802.32192190224
Petitjean,Marcel,36,159.1,79.1,H,oui,bac+2,Normandie,non,oui,2900,21278.485270946872,Théodore,52,184.4,48.5,F,non,master,Bretagne,non,non,3895,500.0
Petitjean,Marcel,36,159.1,79.1,H,oui,bac+2,Normandie,non,oui,2900,21278.485270946872,Gilbert,43,148.0,76.6,F,oui,doctorat,Corse,oui,oui,1897,13884.41855718084
Petitjean,Marcel,36,159.1,79.1,H,oui,bac+2,Normandie,non,oui,2900,21278.485270946872,Augustin,43,167.4,39.9,H,oui,bac+2,Hauts-de-France,oui,non,3262,500.0
Petitjean,Marcel,36,159.1,79.1,H,oui,bac+2,Normandie,non,oui,2900,21278.485270946872,Anne,29,183.4,58.9,F,oui,aucun,Hauts-de-France,non,oui,1917,500.0
Petitjean,Marcel,36,159.1,79.1,H,oui,bac+2,Normandie,non,oui,2900,21278.485270946872,Anaïs,43,175.6,97.8,H,oui,master,Hauts-de-France,oui,non,1921,500.0
Petitjean,Marcel,36,159.1,79.1,H,oui,bac+2,Normandie,non,oui,2900,21278.485270946872,Danielle,55,175.9,77.7,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,3483,34505.91627123664
Petitjean,Marcel,36,159.1,79.1,H,oui,bac+2,Normandie,non,oui,2900,21278.485270946872,Nicole,65,193.9,38.5,H,oui,doctorat,Normandie,oui,non,3319,500.0
Lebreton,Pierre,42,155.5,73.6,F,oui,bac+2,Occitanie,non,oui,2294,13883.620544136793,Sébastien,59,181.9,91.5,H,oui,doctorat,Bretagne,non,oui,2214,37722.55624792582
Lebreton,Pierre,42,155.5,73.6,F,oui,bac+2,Occitanie,non,oui,2294,13883.620544136793,Thierry,63,169.6,72.7,H,oui,bac+2,Normandie,non,oui,1695,17829.847992669038
Lebreton,Pierre,42,155.5,73.6,F,oui,bac+2,Occitanie,non,oui,2294,13883.620544136793,Olivier,34,170.3,65.4,H,non,aucun,Hauts-de-France,oui,oui,2402,500.0
Lebreton,Pierre,42,155.5,73.6,F,oui,bac+2,Occitanie,non,oui,2294,13883.620544136793,Maryse,41,162.9,49.1,H,oui,doctorat,Bretagne,non,oui,4544,40000.0
Lebreton,Pierre,42,155.5,73.6,F,oui,bac+2,Occitanie,non,oui,2294,13883.620544136793,Suzanne,44,164.4,65.1,F,oui,doctorat,Île-de-France,non,oui,4509,40000.0
Lebreton,Pierre,42,155.5,73.6,F,oui,bac+2,Occitanie,non,oui,2294,13883.620544136793,André,52,155.9,82.0,H,oui,master,Corse,oui,oui,2787,9936.559509108056
Lebreton,Pierre,42,155.5,73.6,F,oui,bac+2,Occitanie,non,oui,2294,13883.620544136793,Véronique,32,146.2,81.2,F,non,bac+2,Corse,non,oui,2660,2343.9914420668024
Hoarau,Geneviève,54,173.4,54.2,F,oui,bac+2,Corse,non,oui,2420,7103.031009422895,Jacqueline,48,184.5,93.7,F,non,bac,Occitanie,non,oui,1872,4554.672319526511
Hoarau,Geneviève,54,173.4,54.2,F,oui,bac+2,Corse,non,oui,2420,7103.031009422895,Maurice,72,173.7,64.1,F,oui,bac,Occitanie,oui,non,2534,500.0
Hoarau,Geneviève,54,173.4,54.2,F,oui,bac+2,Corse,non,oui,2420,7103.031009422895,Marguerite,70,158.8,50.6,H,non,bac+2,Corse,non,oui,3892,5648.104702662911
Hoarau,Geneviève,54,173.4,54.2,F,oui,bac+2,Corse,non,oui,2420,7103.031009422895,Gabrielle,56,167.5,74.3,H,oui,doctorat,Bretagne,oui,non,2812,500.0
Hoarau,Geneviève,54,173.4,54.2,F,oui,bac+2,Corse,non,oui,2420,7103.031009422895,Richard,22,161.7,114.2,F,non,bac,Bretagne,non,non,3993,3214.934940870284
Hoarau,Geneviève,54,173.4,54.2,F,oui,bac+2,Corse,non,oui,2420,7103.031009422895,William,19,166.4,59.1,F,oui,aucun,Auvergne-Rhône-Alpes,oui,non,2948,500.0
Hoarau,Geneviève,54,173.4,54.2,F,oui,bac+2,Corse,non,oui,2420,7103.031009422895,Éléonore,63,172.4,69.1,H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,3853,4851.068493607207
Hoarau,Geneviève,54,173.4,54.2,F,oui,bac+2,Corse,non,oui,2420,7103.031009422895,Arthur,19,169.8,88.0,F,oui,bac+2,Bretagne,non,oui,1185,15395.983674055657
Hoarau,Geneviève,54,173.4,54.2,F,oui,bac+2,Corse,non,oui,2420,7103.031009422895,Marie,38,176.2,41.3,F,non,master,Auvergne-Rhône-Alpes,non,non,2611,500.0
Hoarau,Geneviève,54,173.4,54.2,F,oui,bac+2,Corse,non,oui,2420,7103.031009422895,Renée,55,177.4,66.9,F,non,doctorat,Bretagne,non,oui,2537,26681.949812307263
Gaillard,Christine,46,166.0,58.2,H,non,doctorat,Occitanie,non,oui,2392,23845.60235061148,Sylvie,67,172.4,81.6,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,725,500.0
Gaillard,Christine,46,166.0,58.2,H,non,doctorat,Occitanie,non,oui,2392,23845.60235061148,Claudine,47,173.3,79.9,F,oui,aucun,Auvergne-Rhône-Alpes,oui,non,4912,500.0
Gaillard,Christine,46,166.0,58.2,H,non,doctorat,Occitanie,non,oui,2392,23845.60235061148,Alfred,29,158.6,82.3,H,non,bac+2,Île-de-France,non,oui,2422,19490.851031107904
Gaillard,Christine,46,166.0,58.2,H,non,doctorat,Occitanie,non,oui,2392,23845.60235061148,Audrey,34,167.5,89.8,F,non,master,Hauts-de-France,oui,non,1450,500.0
Gaillard,Christine,46,166.0,58.2,H,non,doctorat,Occitanie,non,oui,2392,23845.60235061148,Renée,25,182.5,81.0,H,non,master,Hauts-de-France,non,oui,3146,14431.397719835191
Riou,Claire,42,161.9,62.6,H,oui,master,Occitanie,non,oui,4432,32498.184836853743,Capucine,68,176.1,50.8,H,oui,master,Auvergne-Rhône-Alpes,oui,non,4605,1968.8901684718303
Riou,Claire,42,161.9,62.6,H,oui,master,Occitanie,non,oui,4432,32498.184836853743,Victoire,25,188.5,78.8,F,non,bac,Normandie,non,non,2068,500.0
Riou,Claire,42,161.9,62.6,H,oui,master,Occitanie,non,oui,4432,32498.184836853743,Éléonore,74,158.1,85.8,H,oui,master,Provence-Alpes-Côte d’Azur,oui,non,3186,500.0
Riou,Claire,42,161.9,62.6,H,oui,master,Occitanie,non,oui,4432,32498.184836853743,Auguste,46,180.7,56.8,H,oui,bac+2,Île-de-France,oui,non,2918,500.0
Didier,Brigitte,58,173.6,77.3,H,oui,doctorat,Hauts-de-France,non,oui,3241,24255.17943808349,Josette,22,166.6,60.8,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,2137,12289.106630368104
Didier,Brigitte,58,173.6,77.3,H,oui,doctorat,Hauts-de-France,non,oui,3241,24255.17943808349,Frédéric,61,176.8,92.3,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,1803,500.0
Didier,Brigitte,58,173.6,77.3,H,oui,doctorat,Hauts-de-France,non,oui,3241,24255.17943808349,Jeannine,72,156.4,53.8,F,non,aucun,Normandie,non,oui,500,500.0
Hernandez,Astrid,57,161.4,61.4,F,oui,master,Normandie,non,oui,2915,29860.06643200393,Geneviève,69,173.3,62.1,H,oui,bac,Corse,non,oui,3115,11112.53122148007
Hernandez,Astrid,57,161.4,61.4,F,oui,master,Normandie,non,oui,2915,29860.06643200393,Clémence,42,190.8,83.1,H,non,aucun,Normandie,oui,oui,2108,500.0
Hernandez,Astrid,57,161.4,61.4,F,oui,master,Normandie,non,oui,2915,29860.06643200393,Margaux,44,188.0,79.6,H,oui,doctorat,Bretagne,non,oui,1814,30657.42488566305
Hernandez,Astrid,57,161.4,61.4,F,oui,master,Normandie,non,oui,2915,29860.06643200393,Clémence,40,159.3,84.3,F,oui,doctorat,Corse,oui,non,4552,500.0
Hernandez,Astrid,57,161.4,61.4,F,oui,master,Normandie,non,oui,2915,29860.06643200393,Roger,38,174.3,70.3,F,oui,bac+2,Hauts-de-France,non,non,1730,500.0
Hernandez,Astrid,57,161.4,61.4,F,oui,master,Normandie,non,oui,2915,29860.06643200393,Édouard,75,152.2,76.1,F,non,master,Île-de-France,non,oui,1264,19339.338036249235
Vincent,Franck,48,167.3,68.7,H,oui,bac+2,Occitanie,oui,oui,500,10853.168363057215,André,64,158.7,75.3,F,non,master,Normandie,non,non,1486,500.0
Vincent,Franck,48,167.3,68.7,H,oui,bac+2,Occitanie,oui,oui,500,10853.168363057215,Auguste,24,162.4,83.1,H,non,bac+2,Île-de-France,non,non,1648,500.0
Guichard,Alphonse,53,174.7,74.6,F,oui,master,Hauts-de-France,non,oui,1950,11433.7227409657,Geneviève,44,177.9,79.4,F,non,bac+2,Île-de-France,oui,oui,3254,10692.47695372608
Guichard,Alphonse,53,174.7,74.6,F,oui,master,Hauts-de-France,non,oui,1950,11433.7227409657,Maggie,36,159.8,80.6,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,2792,29482.345607000883
Guichard,Alphonse,53,174.7,74.6,F,oui,master,Hauts-de-France,non,oui,1950,11433.7227409657,Josette,48,180.6,67.4,F,non,doctorat,Hauts-de-France,oui,oui,3426,5262.076646299646
Guichard,Alphonse,53,174.7,74.6,F,oui,master,Hauts-de-France,non,oui,1950,11433.7227409657,Sébastien,60,162.2,86.2,F,oui,doctorat,Bretagne,oui,oui,880,12540.951946869176
Guichard,Alphonse,53,174.7,74.6,F,oui,master,Hauts-de-France,non,oui,1950,11433.7227409657,Marine,31,181.9,68.7,F,non,doctorat,Occitanie,oui,non,1156,500.0
Marchal,Alexandre,70,163.7,71.8,H,oui,bac+2,Occitanie,non,non,1911,500.0,Clémence,31,174.0,98.3,H,oui,bac+2,Île-de-France,oui,oui,2709,28345.395668981597
Marchal,Alexandre,70,163.7,71.8,H,oui,bac+2,Occitanie,non,non,1911,500.0,Laure,37,165.4,86.2,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,2453,11661.341116809552
Marchal,Alexandre,70,163.7,71.8,H,oui,bac+2,Occitanie,non,non,1911,500.0,Michel,23,163.9,69.4,F,oui,bac+2,Corse,non,non,1984,500.0
Marchal,Alexandre,70,163.7,71.8,H,oui,bac+2,Occitanie,non,non,1911,500.0,Marthe,35,168.8,74.6,F,oui,bac+2,Île-de-France,non,oui,1713,30923.26413850137
Marchal,Alexandre,70,163.7,71.8,H,oui,bac+2,Occitanie,non,non,1911,500.0,Monique,20,198.2,50.2,F,non,master,Île-de-France,non,non,2524,500.0
De Sousa,Inès,66,162.0,62.1,H,oui,doctorat,Hauts-de-France,oui,oui,2160,14128.808986426167,Suzanne,72,162.8,80.2,F,oui,master,Corse,non,oui,1623,16964.812273068976
De Sousa,Inès,66,162.0,62.1,H,oui,doctorat,Hauts-de-France,oui,oui,2160,14128.808986426167,Renée,18,177.1,68.7,H,oui,aucun,Occitanie,oui,non,4228,500.0
De Sousa,Inès,66,162.0,62.1,H,oui,doctorat,Hauts-de-France,oui,oui,2160,14128.808986426167,Paulette,52,155.7,71.9,F,non,bac+2,Auvergne-Rhône-Alpes,non,oui,1682,18393.06271124591
De Sousa,Inès,66,162.0,62.1,H,oui,doctorat,Hauts-de-France,oui,oui,2160,14128.808986426167,Zacharie,47,166.9,60.9,F,oui,aucun,Hauts-de-France,non,non,2275,500.0
De Sousa,Inès,66,162.0,62.1,H,oui,doctorat,Hauts-de-France,oui,oui,2160,14128.808986426167,Christophe,26,157.3,73.2,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,3775,500.0
De Sousa,Inès,66,162.0,62.1,H,oui,doctorat,Hauts-de-France,oui,oui,2160,14128.808986426167,Aimée,53,169.2,54.9,H,oui,doctorat,Corse,non,oui,500,11399.574337372327
Le Goff,Georges,71,155.3,74.4,F,non,bac,Bretagne,non,non,3763,500.0,Aimé,30,162.7,57.8,H,non,aucun,Corse,oui,non,2740,500.0
Le Goff,Georges,71,155.3,74.4,F,non,bac,Bretagne,non,non,3763,500.0,Eugène,32,190.2,70.1,H,oui,master,Occitanie,oui,oui,2271,20955.93175566938
Le Goff,Georges,71,155.3,74.4,F,non,bac,Bretagne,non,non,3763,500.0,Célina,60,178.9,85.5,F,oui,doctorat,Bretagne,oui,oui,500,27230.27267971396
Le Goff,Georges,71,155.3,74.4,F,non,bac,Bretagne,non,non,3763,500.0,Roger,65,189.0,85.3,H,oui,bac,Hauts-de-France,oui,oui,4472,14080.83063071038
Vidal,David,70,156.5,55.2,H,oui,master,Occitanie,oui,oui,500,9276.167100631716,Lucie,49,166.3,81.6,H,non,aucun,Hauts-de-France,non,oui,500,981.2835487400084
Vidal,David,70,156.5,55.2,H,oui,master,Occitanie,oui,oui,500,9276.167100631716,Robert,39,179.9,87.8,F,oui,doctorat,Corse,non,oui,5607,31840.94849827565
Vidal,David,70,156.5,55.2,H,oui,master,Occitanie,oui,oui,500,9276.167100631716,Clémence,18,190.0,116.6,F,oui,master,Occitanie,non,oui,3228,27001.16127264879
Vidal,David,70,156.5,55.2,H,oui,master,Occitanie,oui,oui,500,9276.167100631716,Honoré,44,171.6,85.4,H,oui,master,Normandie,non,non,2710,4379.266190688231
Vidal,David,70,156.5,55.2,H,oui,master,Occitanie,oui,oui,500,9276.167100631716,Thérèse,38,162.5,60.1,H,oui,bac,Bretagne,oui,oui,3404,16947.69432975328
Vidal,David,70,156.5,55.2,H,oui,master,Occitanie,oui,oui,500,9276.167100631716,Raymond,58,171.8,90.2,F,oui,bac,Hauts-de-France,oui,non,2931,500.0
Rocher,Lucy,40,172.8,68.3,H,oui,aucun,Occitanie,non,oui,758,4892.828921410638,Margot,21,174.9,79.5,H,non,bac,Bretagne,non,oui,3831,21536.25090317909
Rocher,Lucy,40,172.8,68.3,H,oui,aucun,Occitanie,non,oui,758,4892.828921410638,Augustin,64,182.0,62.6,H,non,aucun,Corse,non,non,500,500.0
Rocher,Lucy,40,172.8,68.3,H,oui,aucun,Occitanie,non,oui,758,4892.828921410638,Camille,28,166.9,57.4,H,oui,bac,Occitanie,non,non,1435,500.0
Rocher,Lucy,40,172.8,68.3,H,oui,aucun,Occitanie,non,oui,758,4892.828921410638,Adrien,18,183.6,66.5,H,non,bac,Normandie,oui,oui,2356,1837.5638027806904
Foucher,Anastasie,42,172.2,80.0,H,non,bac+2,Occitanie,non,oui,1390,22074.735420381432,Hugues,73,175.6,86.2,H,non,bac,Hauts-de-France,non,oui,3764,7239.70656734361
Reynaud,Gabrielle,51,167.6,73.9,H,oui,master,Île-de-France,non,non,1759,4834.371576619048,Aimée,52,166.5,69.7,F,oui,bac+2,Corse,oui,non,2136,500.0
Reynaud,Gabrielle,51,167.6,73.9,H,oui,master,Île-de-France,non,non,1759,4834.371576619048,Paulette,51,171.7,76.6,F,non,master,Occitanie,oui,oui,1191,1261.6064096574733
Reynaud,Gabrielle,51,167.6,73.9,H,oui,master,Île-de-France,non,non,1759,4834.371576619048,Madeleine,21,171.9,54.7,F,oui,bac+2,Occitanie,non,non,2747,500.0
Delmas,Marcel,54,166.5,75.0,H,oui,doctorat,Occitanie,oui,oui,3942,25726.68087466538,Julien,60,173.2,52.3,F,non,master,Corse,non,oui,3925,11891.096388286467
Delmas,Marcel,54,166.5,75.0,H,oui,doctorat,Occitanie,oui,oui,3942,25726.68087466538,Claudine,21,183.7,67.9,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,3643,500.0
Delmas,Marcel,54,166.5,75.0,H,oui,doctorat,Occitanie,oui,oui,3942,25726.68087466538,Marianne,45,174.9,46.8,F,oui,bac+2,Hauts-de-France,non,oui,3799,23734.391220136215
Delmas,Marcel,54,166.5,75.0,H,oui,doctorat,Occitanie,oui,oui,3942,25726.68087466538,Manon,68,164.7,47.3,H,oui,bac+2,Bretagne,oui,non,2885,500.0
Delmas,Marcel,54,166.5,75.0,H,oui,doctorat,Occitanie,oui,oui,3942,25726.68087466538,Lorraine,31,162.1,63.6,H,non,bac+2,Bretagne,oui,oui,861,5589.197837837744
Delmas,Marcel,54,166.5,75.0,H,oui,doctorat,Occitanie,oui,oui,3942,25726.68087466538,Thérèse,53,165.9,85.1,H,oui,doctorat,Hauts-de-France,non,non,1147,9234.349983106413
Briand,Renée,43,168.8,50.6,H,non,doctorat,Occitanie,non,non,1419,500.0,Cécile,69,180.2,106.6,H,non,doctorat,Bretagne,oui,oui,4161,25991.122713524142
Briand,Renée,43,168.8,50.6,H,non,doctorat,Occitanie,non,non,1419,500.0,René,75,183.7,80.4,H,oui,bac+2,Normandie,oui,non,2840,500.0
Briand,Renée,43,168.8,50.6,H,non,doctorat,Occitanie,non,non,1419,500.0,Capucine,57,175.3,82.6,H,non,bac,Normandie,oui,non,3961,500.0
Briand,Renée,43,168.8,50.6,H,non,doctorat,Occitanie,non,non,1419,500.0,Pénélope,56,165.5,59.6,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,500,2301.473516909822
Briand,Renée,43,168.8,50.6,H,non,doctorat,Occitanie,non,non,1419,500.0,Élise,72,163.6,69.4,F,oui,master,Hauts-de-France,non,oui,3167,20069.627608981824
Briand,Renée,43,168.8,50.6,H,non,doctorat,Occitanie,non,non,1419,500.0,Luce,19,177.0,57.5,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,2869,27698.477746799443
Briand,Renée,43,168.8,50.6,H,non,doctorat,Occitanie,non,non,1419,500.0,Christelle,55,182.2,75.1,F,oui,bac+2,Bretagne,oui,oui,1789,4046.159400252923
Gallet,Amélie,45,159.7,77.2,H,non,aucun,Occitanie,non,oui,2003,9730.884782008778,Cécile,23,161.6,60.9,F,oui,aucun,Île-de-France,non,non,1853,500.0
Gallet,Amélie,45,159.7,77.2,H,non,aucun,Occitanie,non,oui,2003,9730.884782008778,Philippine,44,176.0,71.1,F,oui,master,Hauts-de-France,oui,oui,2245,4439.665146200175
Gallet,Amélie,45,159.7,77.2,H,non,aucun,Occitanie,non,oui,2003,9730.884782008778,Noël,25,167.6,81.2,H,oui,doctorat,Hauts-de-France,non,oui,2835,27549.180902500364
Gallet,Amélie,45,159.7,77.2,H,non,aucun,Occitanie,non,oui,2003,9730.884782008778,Emmanuel,59,163.5,64.2,H,non,master,Hauts-de-France,non,oui,1737,11552.35581496562
Le Goff,Guy,38,155.7,56.6,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,3626,32743.48834153533,Aimé,30,162.7,57.8,H,non,aucun,Corse,oui,non,2740,500.0
Le Goff,Guy,38,155.7,56.6,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,3626,32743.48834153533,Eugène,32,190.2,70.1,H,oui,master,Occitanie,oui,oui,2271,20955.93175566938
Le Goff,Guy,38,155.7,56.6,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,3626,32743.48834153533,Célina,60,178.9,85.5,F,oui,doctorat,Bretagne,oui,oui,500,27230.27267971396
Le Goff,Guy,38,155.7,56.6,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,3626,32743.48834153533,Roger,65,189.0,85.3,H,oui,bac,Hauts-de-France,oui,oui,4472,14080.83063071038
Diaz,Célina,37,165.7,56.5,H,oui,aucun,Occitanie,non,oui,664,2842.8854178224,Victor,72,166.7,64.1,H,oui,doctorat,Île-de-France,oui,non,743,500.0
Diaz,Célina,37,165.7,56.5,H,oui,aucun,Occitanie,non,oui,664,2842.8854178224,Margaud,22,165.3,60.2,H,oui,bac,Corse,oui,non,4618,500.0
Diaz,Célina,37,165.7,56.5,H,oui,aucun,Occitanie,non,oui,664,2842.8854178224,Susanne,24,181.3,66.0,F,oui,bac,Île-de-France,non,non,1172,500.0
Diaz,Célina,37,165.7,56.5,H,oui,aucun,Occitanie,non,oui,664,2842.8854178224,Dorothée,60,176.4,52.9,F,non,doctorat,Normandie,non,oui,4460,28763.843251245115
Diaz,Célina,37,165.7,56.5,H,oui,aucun,Occitanie,non,oui,664,2842.8854178224,Maryse,18,156.5,50.2,H,oui,doctorat,Hauts-de-France,non,oui,3078,25293.91894464095
Diaz,Célina,37,165.7,56.5,H,oui,aucun,Occitanie,non,oui,664,2842.8854178224,Christophe,63,174.4,59.0,F,non,bac,Hauts-de-France,non,non,2774,500.0
Dumas,Bernard,41,158.3,57.1,F,oui,doctorat,Bretagne,non,oui,500,31734.114200557677,Sylvie,67,178.2,71.1,F,non,bac,Corse,oui,non,952,500.0
Dumas,Bernard,41,158.3,57.1,F,oui,doctorat,Bretagne,non,oui,500,31734.114200557677,Arnaude,66,177.6,74.2,F,oui,bac+2,Hauts-de-France,oui,oui,2625,3320.7132250929662
Dumas,Bernard,41,158.3,57.1,F,oui,doctorat,Bretagne,non,oui,500,31734.114200557677,René,41,175.5,73.4,F,oui,bac+2,Hauts-de-France,oui,oui,4136,5735.243499117943
Dumas,Bernard,41,158.3,57.1,F,oui,doctorat,Bretagne,non,oui,500,31734.114200557677,Aimé,38,171.8,97.0,F,non,doctorat,Bretagne,non,oui,3986,19822.07945695566
Dumas,Bernard,41,158.3,57.1,F,oui,doctorat,Bretagne,non,oui,500,31734.114200557677,Odette,51,169.9,59.7,H,oui,master,Provence-Alpes-Côte d’Azur,non,non,1908,7864.948628443192
Dumas,Bernard,41,158.3,57.1,F,oui,doctorat,Bretagne,non,oui,500,31734.114200557677,Anouk,71,147.6,38.2,F,oui,doctorat,Normandie,non,non,1771,5474.436842810875
Dumas,Bernard,41,158.3,57.1,F,oui,doctorat,Bretagne,non,oui,500,31734.114200557677,Hortense,46,149.7,53.9,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,4793,7808.8155517345
Dumas,Bernard,41,158.3,57.1,F,oui,doctorat,Bretagne,non,oui,500,31734.114200557677,Victoire,56,162.4,37.2,H,non,aucun,Bretagne,non,non,3933,500.0
Dumas,Bernard,41,158.3,57.1,F,oui,doctorat,Bretagne,non,oui,500,31734.114200557677,Frédéric,63,149.9,64.2,H,non,aucun,Occitanie,non,oui,2133,500.0
Dumas,Bernard,41,158.3,57.1,F,oui,doctorat,Bretagne,non,oui,500,31734.114200557677,Luc,61,154.6,72.5,F,oui,aucun,Corse,oui,non,5135,500.0
Chauvet,Raymond,51,174.0,63.9,H,oui,bac+2,Normandie,non,oui,2523,23811.93093998823,Antoine,75,170.0,67.4,F,oui,bac+2,Île-de-France,non,oui,1956,20478.34641936269
Chauvet,Raymond,51,174.0,63.9,H,oui,bac+2,Normandie,non,oui,2523,23811.93093998823,Océane,51,180.9,71.5,H,non,bac,Bretagne,oui,oui,2869,15852.126942416944
Chauvet,Raymond,51,174.0,63.9,H,oui,bac+2,Normandie,non,oui,2523,23811.93093998823,Odette,32,170.0,69.9,F,oui,master,Corse,non,oui,2106,11641.864397374606
Chauvin,Odette,52,156.2,71.9,F,oui,master,Normandie,oui,oui,3912,19107.61002518057,Marcel,43,176.1,78.4,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,3796,6521.333618952948
Chauvin,Odette,52,156.2,71.9,F,oui,master,Normandie,oui,oui,3912,19107.61002518057,Odette,47,185.4,100.1,H,non,bac,Bretagne,non,non,4973,500.0
Chauvin,Odette,52,156.2,71.9,F,oui,master,Normandie,oui,oui,3912,19107.61002518057,Emmanuelle,56,178.9,78.6,F,non,doctorat,Auvergne-Rhône-Alpes,non,oui,3100,27713.20993935845
Lacroix,Joseph,38,160.6,67.1,H,non,master,Bretagne,non,oui,925,29360.732300718508,Inès,60,163.5,75.4,F,non,doctorat,Occitanie,oui,oui,4345,24439.76680430204
Munoz,Jeannine,43,170.4,77.8,H,oui,master,Occitanie,non,oui,1493,26203.73976474249,Sophie,63,178.2,71.3,H,oui,aucun,Île-de-France,non,oui,2141,17928.20701562558
Munoz,Jeannine,43,170.4,77.8,H,oui,master,Occitanie,non,oui,1493,26203.73976474249,Emmanuel,43,181.6,57.7,F,non,aucun,Bretagne,non,non,3656,500.0
Munoz,Jeannine,43,170.4,77.8,H,oui,master,Occitanie,non,oui,1493,26203.73976474249,Christiane,45,176.0,57.7,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,5010,5305.112235969796
Munoz,Jeannine,43,170.4,77.8,H,oui,master,Occitanie,non,oui,1493,26203.73976474249,Lucas,41,190.9,54.8,F,non,master,Île-de-France,oui,oui,2066,9040.825814959218
Munoz,Jeannine,43,170.4,77.8,H,oui,master,Occitanie,non,oui,1493,26203.73976474249,Renée,74,156.6,63.8,H,non,aucun,Occitanie,non,oui,2658,6906.777607724232
Munoz,Jeannine,43,170.4,77.8,H,oui,master,Occitanie,non,oui,1493,26203.73976474249,Gérard,24,166.8,55.9,F,non,master,Hauts-de-France,oui,oui,2795,5213.484710149189
Munoz,Jeannine,43,170.4,77.8,H,oui,master,Occitanie,non,oui,1493,26203.73976474249,Odette,28,155.3,49.4,F,oui,bac+2,Hauts-de-France,non,oui,4154,27561.64890726733
